"Country","Year","debtgdp","dgcat","dRGDP"
"Sweden",1974,24.2122072253,"0-30%",2.2309460681
"Sweden",1975,24.4250876872,"0-30%",2.0890713247
"Sweden",1976,23.6365987942,"0-30%",0.4474037008
"Sweden",1977,26.4802062614,"0-30%",-1.4210690045
"Sweden",1978,31.8038550127,"30-60%",2.21634933
"Sweden",1979,37.8849984967,"30-60%",3.9561894488
"Sweden",1980,41.8512489496,"30-60%",2.5989449668
"Sweden",1981,49.3121753144,"30-60%",-0.2022419581
"Sweden",1982,57.4758071768,"30-60%",1.1931167173
"Sweden",1983,62.5060781645,"60-90%",1.8097593452
"Sweden",1984,64.7151247525,"60-90%",4.2712937925
"Sweden",1985,66.2064297575,"60-90%",2.1896632577
"Sweden",1986,64.0218906018,"60-90%",2.8610674774
"Sweden",1987,58.2613499115,"30-60%",3.4571354856
"Sweden",1988,52.3338023819,"30-60%",2.6664311387
"Sweden",1989,46.3965823861,"30-60%",2.7791335014
"Sweden",1990,43.5177498558,"30-60%",1.0102883428
"Sweden",1991,45.217782824,"30-60%",-1.1212866823
"Sweden",1992,57.5920961435,"30-60%",-1.203511282
"Sweden",1993,71.9640519137,"60-90%",-2.0577861113
"Sweden",1994,76.620493336,"60-90%",3.9468574696
"Sweden",1995,76.5938577491,"60-90%",3.973056602
"Sweden",1996,76.1946233714,"60-90%",1.4605203821
"Sweden",1997,74.3163466528,"60-90%",2.4602815703
"Sweden",1998,72.0076636731,"60-90%",3.8139455208
"Sweden",1999,64.6986068541,"60-90%",4.59540285
"Sweden",2000,56.8538082391,"30-60%",4.3989324335
"Sweden",2001,49.7307603023,"30-60%",1.0577394447
"Sweden",2002,47.9324261802,"30-60%",2.4113087159
"Sweden",2003,48.8535673817,"30-60%",1.9125969353
"Sweden",2004,47.8988632208,"30-60%",4.1270445918
"Sweden",2005,47.8415630187,"30-60%",3.2983393577
"Sweden",2006,43.779694497,"30-60%",4.2464595861
"Sweden",2007,38.1216565977,"30-60%",2.5597220886
"Sweden",2008,35.4424938547,"30-60%",-0.1550690959
"Sweden",2009,35.2432812785,"30-60%",-4.8277828626
"UK",1946,247.4819422151,"Above 90%",-2.4583102256
"UK",1947,237.9409580394,"Above 90%",-1.2762244639
"UK",1948,213.9719392016,"Above 90%",2.9241100535
"UK",1949,197.7683482634,"Above 90%",3.3147168643
"UK",1950,193.883378419,"Above 90%",3.1814589748
"UK",1951,175.3382034632,"Above 90%",2.7278189333
"UK",1952,161.9908652944,"Above 90%",0.0523814268
"UK",1953,152.1581683313,"Above 90%",3.8362957776
"UK",1954,146.6567361801,"Above 90%",4.1118390527
"UK",1955,138.1939456131,"Above 90%",3.4577320629
"UK",1956,129.0274861615,"Above 90%",0.9281568677
"UK",1957,122.1805021488,"Above 90%",1.6588466605
"UK",1958,118.1431670282,"Above 90%",0.3193582606
"UK",1959,112.4363397404,"Above 90%",4.2810111043
"UK",1960,106.7598259999,"Above 90%",5.3301013474
"UK",1961,103.0605916901,"Above 90%",2.3333316399
"UK",1962,99.8711295322,"Above 90%",1.0812367203
"UK",1963,98.1551514354,"Above 90%",4.2985747542
"UK",1964,90.9654508246,"Above 90%",5.4803841472
"UK",1965,84.8222246991,"60-90%",2.2269592197
"UK",1966,82.0681348032,"60-90%",1.9251638147
"UK",1967,79.4071646682,"60-90%",2.4637749462
"UK",1968,78.3260032985,"60-90%",4.198158079
"UK",1969,72.2710163112,"60-90%",2.0745006371
"UK",1970,63.9875425565,"60-90%",2.2442424576
"UK",1971,57.9885555748,"30-60%",2.0932785533
"UK",1972,55.4618467681,"30-60%",3.6555442358
"UK",1973,49.4801797572,"30-60%",7.195866587
"UK",1974,47.4779028079,"30-60%",-1.3129395814
"UK",1975,42.4112371974,"30-60%",-0.6221846702
"UK",1976,44.8112833996,"30-60%",2.6349623281
"UK",1977,45.6995502575,"30-60%",2.3746986167
"UK",1978,46.7568972033,"30-60%",3.2295997579
"UK",1979,43.6125890975,"30-60%",2.6800750077
"UK",1980,40.8750171538,"30-60%",-2.0817978839
"UK",1981,44.1066181778,"30-60%",-1.3234581048
"UK",1982,42.1280744705,"30-60%",2.0930688172
"UK",1983,41.6419547732,"30-60%",3.6243464474
"UK",1984,43.3432450373,"30-60%",2.6709249269
"UK",1985,43.6836227533,"30-60%",3.5993814256
"UK",1986,44.0363459754,"30-60%",4.0123298228
"UK",1987,43.3471358753,"30-60%",4.56208085
"UK",1988,41.2593258239,"30-60%",5.0321017915
"UK",1989,37.5651564707,"30-60%",2.2814467236
"UK",1990,33.8395147672,"30-60%",0.7792661463
"UK",1991,33.1910721206,"30-60%",-1.3924389679
"UK",1992,34.4855967078,"30-60%",0.1466304495
"UK",1993,38.0373771775,"30-60%",2.22225495
"UK",1994,44.2823602752,"30-60%",4.2801743286
"UK",1995,47.6175085167,"30-60%",3.0427374044
"UK",1996,49.9769740293,"30-60%",2.8792564817
"UK",1997,50.5419868111,"30-60%",3.3071700785
"UK",1998,47.5974346549,"30-60%",3.6057308181
"UK",1999,45.3987703638,"30-60%",3.4732411573
"UK",2000,43.6482945277,"30-60%",3.9150367497
"UK",2001,41.6856848706,"30-60%",2.461832025
"UK",2002,40.40150098,"30-60%",2.0965327955
"UK",2003,39.3075299233,"30-60%",2.8180220621
"UK",2004,41.326810534,"30-60%",2.7578074413
"UK",2005,38.5946445944,"30-60%",2.0575864642
"UK",2006,40.0512897873,"30-60%",2.8378382901
"UK",2007,41.032826261,"30-60%",3.0223821099
"UK",2008,42.4518190179,"30-60%",0.7069152452
"UK",2009,54.9543890705,"30-60%",-4.4
"US",1946,121.2520698348,"Above 90%",-10.9421586166
"US",1947,105.8117095899,"Above 90%",-0.8983372391
"US",1948,93.7540864039,"Above 90%",4.3972749282
"US",1949,94.5996855763,"Above 90%",-0.5123503398
"US",1950,87.625928618,"60-90%",8.7439692091
"US",1951,75.220152318,"60-90%",7.7318045862
"US",1952,72.3151489771,"60-90%",3.8313821665
"US",1953,70.1479202845,"60-90%",4.6035919604
"US",1954,71.309042878,"60-90%",-0.630538514
"US",1955,66.162098578,"60-90%",7.1985937232
"US",1956,62.357296216,"60-90%",1.9757629085
"US",1957,58.6699570367,"30-60%",2.015923442
"US",1958,59.1488051682,"30-60%",-0.9034639191
"US",1959,56.1993499957,"30-60%",7.1733395407
"US",1960,54.3941414985,"30-60%",2.4760180995
"US",1961,53.0416553983,"30-60%",2.3314140379
"US",1962,50.9135773811,"30-60%",6.058200145
"US",1963,49.5078719644,"30-60%",4.3711756282
"US",1964,46.9730107379,"30-60%",5.7878816229
"US",1965,44.1209705165,"30-60%",6.420422722
"US",1966,40.6128078958,"30-60%",6.5150549846
"US",1967,39.1904057899,"30-60%",2.527761163
"US",1968,38.2038257228,"30-60%",4.8421052632
"US",1969,35.9325735312,"30-60%",3.1064015097
"US",1970,35.7236547193,"30-60%",0.1900605378
"US",1971,35.3327781732,"30-60%",3.3583924682
"US",1972,34.5149415091,"30-60%",5.3112183627
"US",1973,33.1434280049,"30-60%",5.7942638294
"US",1974,31.6812147871,"30-60%",-0.5511490746
"US",1975,32.5571838554,"30-60%",-0.212683286
"US",1976,34.0037816508,"30-60%",5.3653038221
"US",1977,34.4239200039,"30-60%",4.5980588567
"US",1978,33.6360624292,"30-60%",5.5767335478
"US",1979,32.258176567,"30-60%",3.1245596731
"US",1980,32.5562569492,"30-60%",-0.2732707088
"US",1981,31.9129781246,"30-60%",2.53810584
"US",1982,35.1049428255,"30-60%",-1.9424772849
"US",1983,38.9636734001,"30-60%",4.518898295
"US",1984,39.9976086901,"30-60%",7.1852286431
"US",1985,43.2271013634,"30-60%",4.1386021195
"US",1986,47.6514566189,"30-60%",3.4631276189
"US",1987,49.621587935,"30-60%",3.2004515628
"US",1988,51.0222279045,"30-60%",4.1103195548
"US",1989,52.1229266191,"30-60%",3.5724136119
"US",1990,55.7419783084,"30-60%",1.876767395
"US",1991,61.1689282839,"60-90%",-0.2340083894
"US",1992,64.0874864879,"60-90%",3.3935945902
"US",1993,66.165055091,"60-90%",2.8514196764
"US",1994,66.2331325864,"60-90%",4.0746650398
"US",1995,67.0827262156,"60-90%",2.5138940557
"US",1996,66.655749686,"60-90%",3.7410514972
"US",1997,64.9650282199,"60-90%",4.4562694114
"US",1998,62.8440667413,"60-90%",4.3554590382
"US",1999,60.472239286,"60-90%",4.8261778577
"US",2000,57.0183209555,"30-60%",4.1392233622
"US",2001,56.4587837316,"30-60%",1.079636558
"US",2002,58.5234015729,"30-60%",1.8136632826
"US",2003,60.8792872326,"60-90%",2.4902622695
"US",2004,62.1770900784,"60-90%",3.5732684723
"US",2005,62.7667241243,"60-90%",3.0545181754
"US",2006,63.4899732569,"60-90%",2.6728066844
"US",2007,63.9854876347,"60-90%",2.1416131071
"US",2008,74.0910609583,"60-90%",0.4381663033
"US",2009,83.4828347084,"60-90%",-2.7301699384
